user_id,session_id,event_time,event_name,device,city
16,16_1,2024-02-23 02:02:00,product_view,desktop,Jaipur
16,16_1,2024-02-23 02:05:00,add_to_cart,desktop,Jaipur
16,16_0,2024-04-21 02:00:00,signup,desktop,Jaipur
16,16_0,2024-04-21 02:03:00,add_to_cart,desktop,Jaipur
16,16_0,2024-04-21 02:07:00,checkout,desktop,Jaipur
17,17_0,2024-05-07 07:00:00,signup,mobile,Delhi
17,17_0,2024-05-07 07:02:00,product_view,mobile,Delhi
18,18_1,2024-01-27 01:00:00,signup,mobile,Mumbai
18,18_1,2024-01-27 01:02:00,product_view,mobile,Mumbai
18,18_2,2024-03-01 15:00:00,signup,mobile,Mumbai
18,18_2,2024-03-01 15:02:00,product_view,mobile,Mumbai
18,18_2,2024-03-01 15:05:00,add_to_cart,mobile,Mumbai
18,18_0,2024-06-06 05:00:00,signup,mobile,Mumbai
18,18_0,2024-06-06 05:03:00,add_to_cart,mobile,Mumbai
19,19_0,2024-02-15 20:00:00,signup,desktop,Bangalore
20,20_0,2024-04-08 00:00:00,signup,mobile,Patna
20,20_0,2024-04-08 00:02:00,product_view,mobile,Patna
20,20_0,2024-04-08 00:05:00,add_to_cart,mobile,Patna
20,20_0,2024-04-08 00:09:00,checkout,mobile,Patna
21,21_0,2024-01-25 09:00:00,signup,mobile,Delhi
22,22_1,2024-02-12 21:00:00,signup,mobile,Patna
22,22_1,2024-02-12 21:02:00,product_view,mobile,Patna
22,22_1,2024-02-12 21:05:00,add_to_cart,mobile,Patna
22,22_0,2024-05-06 09:00:00,signup,mobile,Patna
23,23_0,2024-02-29 06:00:00,signup,mobile,Jaipur
23,23_0,2024-02-29 06:02:00,product_view,mobile,Jaipur
23,23_2,2024-03-06 22:00:00,signup,mobile,Jaipur
23,23_2,2024-03-06 22:02:00,product_view,mobile,Jaipur
23,23_2,2024-03-06 22:05:00,add_to_cart,mobile,Jaipur
23,23_2,2024-03-06 22:09:00,checkout,mobile,Jaipur
23,23_1,2024-05-23 13:00:00,signup,mobile,Jaipur
23,23_1,2024-05-23 13:03:00,add_to_cart,mobile,Jaipur
24,24_0,2024-03-26 16:00:00,signup,mobile,Jaipur
24,24_0,2024-03-26 16:02:00,product_view,mobile,Jaipur
24,24_1,2024-04-10 00:00:00,signup,mobile,Jaipur
24,24_1,2024-04-10 00:02:00,product_view,mobile,Jaipur
24,24_1,2024-04-10 00:05:00,add_to_cart,mobile,Jaipur
25,25_2,2024-04-01 22:00:00,signup,mobile,Delhi
25,25_2,2024-04-01 22:02:00,product_view,mobile,Delhi
25,25_2,2024-04-01 22:05:00,add_to_cart,mobile,Delhi
25,25_2,2024-04-01 22:09:00,checkout,mobile,Delhi
25,25_1,2024-04-23 09:00:00,signup,mobile,Delhi
25,25_1,2024-04-23 09:02:00,product_view,mobile,Delhi
25,25_0,2024-04-25 14:00:00,signup,mobile,Delhi
25,25_0,2024-04-25 14:02:00,product_view,mobile,Delhi
25,25_0,2024-04-25 14:05:00,add_to_cart,mobile,Delhi
25,25_0,2024-04-25 14:09:00,checkout,mobile,Delhi
26,26_0,2024-02-27 00:00:00,signup,desktop,Bangalore
26,26_0,2024-02-27 00:02:00,product_view,desktop,Bangalore
26,26_0,2024-02-27 00:05:00,add_to_cart,desktop,Bangalore
26,26_0,2024-02-27 00:09:00,checkout,desktop,Bangalore
26,26_2,2024-03-09 21:00:00,signup,desktop,Bangalore
26,26_2,2024-03-09 21:02:00,product_view,desktop,Bangalore
26,26_2,2024-03-09 21:05:00,add_to_cart,desktop,Bangalore
26,26_1,2024-03-29 07:00:00,signup,desktop,Bangalore
27,27_0,2024-03-09 14:00:00,signup,desktop,Delhi
27,27_0,2024-03-09 14:02:00,product_view,desktop,Delhi
27,27_2,2024-04-10 22:00:00,signup,desktop,Delhi
27,27_2,2024-04-10 22:02:00,product_view,desktop,Delhi
27,27_1,2024-05-23 15:00:00,signup,desktop,Delhi
27,27_1,2024-05-23 15:02:00,product_view,desktop,Delhi
27,27_1,2024-05-23 15:05:00,add_to_cart,desktop,Delhi
28,28_1,2024-03-20 22:00:00,signup,mobile,Patna
28,28_2,2024-03-24 23:00:00,signup,mobile,Patna
28,28_2,2024-03-24 23:02:00,product_view,mobile,Patna
28,28_2,2024-03-24 23:05:00,add_to_cart,mobile,Patna
28,28_2,2024-03-24 23:09:00,checkout,mobile,Patna
28,28_0,2024-04-05 00:00:00,signup,mobile,Patna
28,28_0,2024-04-05 00:02:00,product_view,mobile,Patna
29,29_0,2024-03-07 00:00:00,signup,mobile,Patna
29,29_0,2024-03-07 00:04:00,checkout,mobile,Patna
30,30_0,2024-02-04 22:00:00,signup,mobile,Bangalore
30,30_0,2024-02-04 22:02:00,product_view,mobile,Bangalore
30,30_0,2024-02-04 22:05:00,add_to_cart,mobile,Bangalore
31,31_1,2024-04-29 03:00:00,signup,mobile,Mumbai
31,31_1,2024-04-29 03:02:00,product_view,mobile,Mumbai
31,31_0,2024-05-14 03:00:00,signup,mobile,Mumbai
31,31_0,2024-05-14 03:02:00,product_view,mobile,Mumbai
31,31_0,2024-05-14 03:05:00,add_to_cart,mobile,Mumbai
32,32_0,2024-06-25 02:00:00,signup,desktop,Lucknow
32,32_0,2024-06-25 02:02:00,product_view,desktop,Lucknow
32,32_0,2024-06-25 02:05:00,add_to_cart,desktop,Lucknow
33,33_1,2024-01-17 16:00:00,signup,desktop,Lucknow
33,33_1,2024-01-17 16:02:00,product_view,desktop,Lucknow
33,33_1,2024-01-17 16:06:00,checkout,desktop,Lucknow
33,33_2,2024-01-19 16:00:00,signup,desktop,Lucknow
33,33_2,2024-01-19 16:02:00,product_view,desktop,Lucknow
33,33_0,2024-04-22 22:00:00,signup,desktop,Lucknow
33,33_0,2024-04-22 22:02:00,product_view,desktop,Lucknow
33,33_0,2024-04-22 22:06:00,checkout,desktop,Lucknow
34,34_0,2024-05-07 19:00:00,signup,mobile,Patna
34,34_0,2024-05-07 19:02:00,product_view,mobile,Patna
35,35_0,2024-02-22 22:00:00,signup,mobile,Jaipur
35,35_0,2024-02-22 22:02:00,product_view,mobile,Jaipur
35,35_0,2024-02-22 22:05:00,add_to_cart,mobile,Jaipur
35,35_2,2024-03-15 17:00:00,signup,mobile,Jaipur
35,35_1,2024-06-15 13:00:00,signup,mobile,Jaipur
35,35_1,2024-06-15 13:02:00,product_view,mobile,Jaipur
35,35_1,2024-06-15 13:05:00,add_to_cart,mobile,Jaipur
36,36_0,2024-05-20 07:00:00,signup,mobile,Delhi
36,36_0,2024-05-20 07:02:00,product_view,mobile,Delhi
37,37_0,2024-05-15 15:00:00,signup,mobile,Mumbai
37,37_0,2024-05-15 15:04:00,checkout,mobile,Mumbai
38,38_0,2024-03-10 18:00:00,signup,desktop,Indore
38,38_0,2024-03-10 18:02:00,product_view,desktop,Indore
38,38_0,2024-03-10 18:05:00,add_to_cart,desktop,Indore
38,38_0,2024-03-10 18:09:00,checkout,desktop,Indore
38,38_1,2024-03-30 18:00:00,signup,desktop,Indore
38,38_1,2024-03-30 18:02:00,product_view,desktop,Indore
38,38_1,2024-03-30 18:05:00,add_to_cart,desktop,Indore
38,38_1,2024-03-30 18:09:00,checkout,desktop,Indore
38,38_2,2024-05-05 19:00:00,signup,desktop,Indore
38,38_2,2024-05-05 19:02:00,product_view,desktop,Indore
38,38_2,2024-05-05 19:05:00,add_to_cart,desktop,Indore
39,39_0,2024-04-22 23:00:00,signup,desktop,Mumbai
39,39_0,2024-04-22 23:02:00,product_view,desktop,Mumbai
39,39_0,2024-04-22 23:05:00,add_to_cart,desktop,Mumbai
40,40_0,2024-05-28 15:00:00,signup,desktop,Delhi
40,40_0,2024-05-28 15:02:00,product_view,desktop,Delhi
40,40_0,2024-05-28 15:06:00,checkout,desktop,Delhi
41,41_0,2024-02-16 08:00:00,signup,desktop,Delhi
41,41_0,2024-02-16 08:02:00,product_view,desktop,Delhi
41,41_0,2024-02-16 08:05:00,add_to_cart,desktop,Delhi
41,41_1,2024-02-23 21:00:00,signup,desktop,Delhi
41,41_1,2024-02-23 21:02:00,product_view,desktop,Delhi
41,41_2,2024-03-14 15:00:00,signup,desktop,Delhi
41,41_2,2024-03-14 15:03:00,add_to_cart,desktop,Delhi
42,42_0,2024-02-29 17:00:00,signup,mobile,Bangalore
42,42_0,2024-02-29 17:02:00,product_view,mobile,Bangalore
42,42_0,2024-02-29 17:05:00,add_to_cart,mobile,Bangalore
42,42_1,2024-06-03 21:00:00,signup,mobile,Bangalore
42,42_1,2024-06-03 21:02:00,product_view,mobile,Bangalore
42,42_1,2024-06-03 21:05:00,add_to_cart,mobile,Bangalore
43,43_0,2024-02-15 02:00:00,signup,desktop,Delhi
43,43_0,2024-02-15 02:02:00,product_view,desktop,Delhi
44,44_2,2024-01-26 21:00:00,signup,desktop,Delhi
44,44_2,2024-01-26 21:02:00,product_view,desktop,Delhi
44,44_2,2024-01-26 21:05:00,add_to_cart,desktop,Delhi
44,44_2,2024-01-26 21:09:00,checkout,desktop,Delhi
44,44_0,2024-01-30 17:00:00,signup,desktop,Delhi
44,44_0,2024-01-30 17:02:00,product_view,desktop,Delhi
44,44_0,2024-01-30 17:05:00,add_to_cart,desktop,Delhi
44,44_1,2024-04-27 00:00:00,signup,desktop,Delhi
44,44_1,2024-04-27 00:02:00,product_view,desktop,Delhi
45,45_0,2024-02-24 05:00:00,signup,mobile,Mumbai
45,45_0,2024-02-24 05:02:00,product_view,mobile,Mumbai
45,45_0,2024-02-24 05:05:00,add_to_cart,mobile,Mumbai
46,46_1,2024-04-19 00:00:00,signup,mobile,Indore
46,46_2,2024-04-22 07:00:00,signup,mobile,Indore
46,46_2,2024-04-22 07:02:00,product_view,mobile,Indore
46,46_2,2024-04-22 07:05:00,add_to_cart,mobile,Indore
46,46_2,2024-04-22 07:09:00,checkout,mobile,Indore
46,46_0,2024-06-13 09:00:00,signup,mobile,Indore
46,46_0,2024-06-13 09:02:00,product_view,mobile,Indore
46,46_0,2024-06-13 09:05:00,add_to_cart,mobile,Indore
47,47_0,2024-01-03 17:00:00,signup,mobile,Bangalore
47,47_0,2024-01-03 17:03:00,add_to_cart,mobile,Bangalore
47,47_1,2024-02-26 16:00:00,signup,mobile,Bangalore
47,47_1,2024-02-26 16:02:00,product_view,mobile,Bangalore
47,47_1,2024-02-26 16:05:00,add_to_cart,mobile,Bangalore
48,48_0,2024-04-12 05:00:00,signup,mobile,Lucknow
48,48_0,2024-04-12 05:02:00,product_view,mobile,Lucknow
49,49_0,2024-02-21 05:00:00,signup,mobile,Bangalore
49,49_0,2024-02-21 05:02:00,product_view,mobile,Bangalore
49,49_1,2024-04-15 18:00:00,signup,mobile,Bangalore
49,49_1,2024-04-15 18:02:00,product_view,mobile,Bangalore
50,50_0,2024-03-09 01:00:00,signup,mobile,Mumbai
50,50_0,2024-03-09 01:02:00,product_view,mobile,Mumbai
50,50_0,2024-03-09 01:05:00,add_to_cart,mobile,Mumbai
51,51_1,2024-05-11 07:00:00,signup,mobile,Delhi
51,51_1,2024-05-11 07:02:00,product_view,mobile,Delhi
51,51_1,2024-05-11 07:05:00,add_to_cart,mobile,Delhi
51,51_0,2024-05-30 22:00:00,signup,mobile,Delhi
51,51_0,2024-05-30 22:02:00,product_view,mobile,Delhi
51,51_0,2024-05-30 22:05:00,add_to_cart,mobile,Delhi
51,51_2,2024-06-03 17:00:00,signup,mobile,Delhi
51,51_2,2024-06-03 17:02:00,product_view,mobile,Delhi
51,51_2,2024-06-03 17:05:00,add_to_cart,mobile,Delhi
52,52_1,2024-02-03 16:00:00,signup,mobile,Delhi
52,52_1,2024-02-03 16:02:00,product_view,mobile,Delhi
52,52_1,2024-02-03 16:06:00,checkout,mobile,Delhi
52,52_0,2024-05-28 05:00:00,signup,mobile,Delhi
52,52_0,2024-05-28 05:02:00,product_view,mobile,Delhi
52,52_0,2024-05-28 05:05:00,add_to_cart,mobile,Delhi
52,52_0,2024-05-28 05:09:00,checkout,mobile,Delhi
53,53_0,2024-02-25 10:00:00,signup,mobile,Indore
53,53_0,2024-02-25 10:03:00,add_to_cart,mobile,Indore
53,53_0,2024-02-25 10:07:00,checkout,mobile,Indore
54,54_0,2024-06-28 14:00:00,signup,mobile,Jaipur
54,54_0,2024-06-28 14:02:00,product_view,mobile,Jaipur
54,54_0,2024-06-28 14:06:00,checkout,mobile,Jaipur
55,55_2,2024-02-07 02:00:00,signup,mobile,Indore
55,55_2,2024-02-07 02:02:00,product_view,mobile,Indore
55,55_2,2024-02-07 02:05:00,add_to_cart,mobile,Indore
55,55_1,2024-05-30 13:00:00,signup,mobile,Indore
55,55_1,2024-05-30 13:02:00,product_view,mobile,Indore
55,55_1,2024-05-30 13:05:00,add_to_cart,mobile,Indore
55,55_0,2024-06-02 13:00:00,signup,mobile,Indore
55,55_0,2024-06-02 13:02:00,product_view,mobile,Indore
55,55_0,2024-06-02 13:05:00,add_to_cart,mobile,Indore
56,56_0,2024-03-26 11:00:00,signup,mobile,Lucknow
56,56_0,2024-03-26 11:02:00,product_view,mobile,Lucknow
56,56_0,2024-03-26 11:05:00,add_to_cart,mobile,Lucknow
56,56_1,2024-05-17 02:00:00,signup,mobile,Lucknow
56,56_1,2024-05-17 02:02:00,product_view,mobile,Lucknow
56,56_1,2024-05-17 02:05:00,add_to_cart,mobile,Lucknow
57,57_1,2024-01-26 01:00:00,signup,mobile,Indore
57,57_1,2024-01-26 01:02:00,product_view,mobile,Indore
57,57_1,2024-01-26 01:05:00,add_to_cart,mobile,Indore
57,57_0,2024-04-22 11:00:00,signup,mobile,Indore
57,57_0,2024-04-22 11:02:00,product_view,mobile,Indore
57,57_0,2024-04-22 11:05:00,add_to_cart,mobile,Indore
58,58_0,2024-03-10 22:00:00,signup,mobile,Delhi
58,58_0,2024-03-10 22:02:00,product_view,mobile,Delhi
58,58_0,2024-03-10 22:06:00,checkout,mobile,Delhi
59,59_1,2024-01-06 01:00:00,signup,mobile,Patna
59,59_1,2024-01-06 01:02:00,product_view,mobile,Patna
59,59_1,2024-01-06 01:06:00,checkout,mobile,Patna
59,59_0,2024-05-10 18:00:00,signup,mobile,Patna
59,59_0,2024-05-10 18:02:00,product_view,mobile,Patna
60,60_1,2024-02-13 04:00:00,signup,mobile,Delhi
60,60_1,2024-02-13 04:02:00,product_view,mobile,Delhi
60,60_1,2024-02-13 04:05:00,add_to_cart,mobile,Delhi
60,60_0,2024-06-27 01:00:00,signup,mobile,Delhi
60,60_0,2024-06-27 01:02:00,product_view,mobile,Delhi
60,60_0,2024-06-27 01:05:00,add_to_cart,mobile,Delhi
61,61_0,2024-01-01 13:00:00,signup,desktop,Bangalore
61,61_0,2024-01-01 13:02:00,product_view,desktop,Bangalore
61,61_0,2024-01-01 13:05:00,add_to_cart,desktop,Bangalore
61,61_0,2024-01-01 13:09:00,checkout,desktop,Bangalore
62,62_0,2024-06-26 23:00:00,signup,mobile,Delhi
62,62_0,2024-06-26 23:02:00,product_view,mobile,Delhi
62,62_0,2024-06-26 23:05:00,add_to_cart,mobile,Delhi
63,63_0,2024-03-03 04:00:00,signup,desktop,Delhi
63,63_0,2024-03-03 04:02:00,product_view,desktop,Delhi
63,63_0,2024-03-03 04:05:00,add_to_cart,desktop,Delhi
64,64_0,2024-02-18 04:00:00,signup,mobile,Mumbai
64,64_0,2024-02-18 04:02:00,product_view,mobile,Mumbai
64,64_0,2024-02-18 04:06:00,checkout,mobile,Mumbai
64,64_1,2024-04-29 10:00:00,signup,mobile,Mumbai
64,64_1,2024-04-29 10:03:00,add_to_cart,mobile,Mumbai
64,64_1,2024-04-29 10:07:00,checkout,mobile,Mumbai
65,65_0,2024-01-11 08:00:00,signup,mobile,Lucknow
65,65_0,2024-01-11 08:02:00,product_view,mobile,Lucknow
65,65_1,2024-06-13 04:00:00,signup,mobile,Lucknow
65,65_1,2024-06-13 04:02:00,product_view,mobile,Lucknow
66,66_0,2024-02-09 07:00:00,signup,desktop,Bangalore
66,66_0,2024-02-09 07:02:00,product_view,desktop,Bangalore
66,66_0,2024-02-09 07:05:00,add_to_cart,desktop,Bangalore
67,67_1,2024-04-13 07:00:00,signup,mobile,Bangalore
67,67_1,2024-04-13 07:02:00,product_view,mobile,Bangalore
67,67_1,2024-04-13 07:05:00,add_to_cart,mobile,Bangalore
67,67_0,2024-06-01 16:00:00,signup,mobile,Bangalore
67,67_0,2024-06-01 16:03:00,add_to_cart,mobile,Bangalore
68,68_0,2024-01-15 14:00:00,signup,desktop,Indore
68,68_0,2024-01-15 14:02:00,product_view,desktop,Indore
68,68_0,2024-01-15 14:05:00,add_to_cart,desktop,Indore
68,68_2,2024-02-02 03:00:00,signup,desktop,Indore
68,68_2,2024-02-02 03:02:00,product_view,desktop,Indore
68,68_1,2024-06-12 05:00:00,signup,desktop,Indore
68,68_1,2024-06-12 05:02:00,product_view,desktop,Indore
69,69_0,2024-02-16 03:00:00,signup,mobile,Bangalore
69,69_0,2024-02-16 03:02:00,product_view,mobile,Bangalore
70,70_0,2024-06-21 01:00:00,signup,mobile,Bangalore
70,70_0,2024-06-21 01:02:00,product_view,mobile,Bangalore
70,70_0,2024-06-21 01:05:00,add_to_cart,mobile,Bangalore
71,71_0,2024-01-11 09:00:00,signup,mobile,Mumbai
71,71_0,2024-01-11 09:02:00,product_view,mobile,Mumbai
71,71_0,2024-01-11 09:05:00,add_to_cart,mobile,Mumbai
71,71_1,2024-03-30 13:00:00,signup,mobile,Mumbai
71,71_1,2024-03-30 13:02:00,product_view,mobile,Mumbai
71,71_1,2024-03-30 13:06:00,checkout,mobile,Mumbai
72,72_0,2024-02-29 10:00:00,signup,mobile,Delhi
72,72_0,2024-02-29 10:03:00,add_to_cart,mobile,Delhi
72,72_1,2024-04-29 04:00:00,signup,mobile,Delhi
72,72_1,2024-04-29 04:02:00,product_view,mobile,Delhi
72,72_1,2024-04-29 04:05:00,add_to_cart,mobile,Delhi
73,73_0,2024-02-09 08:00:00,signup,mobile,Delhi
73,73_0,2024-02-09 08:03:00,add_to_cart,mobile,Delhi
73,73_0,2024-02-09 08:07:00,checkout,mobile,Delhi
73,73_1,2024-05-28 13:00:00,signup,mobile,Delhi
73,73_1,2024-05-28 13:02:00,product_view,mobile,Delhi
74,74_1,2024-04-26 08:00:00,signup,mobile,Jaipur
74,74_1,2024-04-26 08:02:00,product_view,mobile,Jaipur
74,74_1,2024-04-26 08:05:00,add_to_cart,mobile,Jaipur
74,74_0,2024-05-28 14:00:00,signup,mobile,Jaipur
74,74_0,2024-05-28 14:02:00,product_view,mobile,Jaipur
74,74_0,2024-05-28 14:05:00,add_to_cart,mobile,Jaipur
75,75_1,2024-05-31 06:00:00,signup,mobile,Mumbai
75,75_1,2024-05-31 06:02:00,product_view,mobile,Mumbai
75,75_1,2024-05-31 06:05:00,add_to_cart,mobile,Mumbai
75,75_0,2024-06-10 16:00:00,signup,mobile,Mumbai
75,75_0,2024-06-10 16:02:00,product_view,mobile,Mumbai
75,75_0,2024-06-10 16:05:00,add_to_cart,mobile,Mumbai
76,76_0,2024-06-04 17:00:00,signup,mobile,Jaipur
76,76_0,2024-06-04 17:02:00,product_view,mobile,Jaipur
76,76_0,2024-06-04 17:05:00,add_to_cart,mobile,Jaipur
77,77_0,2024-03-03 07:00:00,signup,mobile,Lucknow
77,77_0,2024-03-03 07:02:00,product_view,mobile,Lucknow
77,77_0,2024-03-03 07:05:00,add_to_cart,mobile,Lucknow
77,77_0,2024-03-03 07:09:00,checkout,mobile,Lucknow
78,78_1,2024-01-18 00:00:00,signup,mobile,Lucknow
78,78_1,2024-01-18 00:02:00,product_view,mobile,Lucknow
78,78_1,2024-01-18 00:05:00,add_to_cart,mobile,Lucknow
78,78_0,2024-03-02 16:00:00,signup,mobile,Lucknow
78,78_0,2024-03-02 16:02:00,product_view,mobile,Lucknow
78,78_0,2024-03-02 16:05:00,add_to_cart,mobile,Lucknow
78,78_2,2024-04-22 17:00:00,signup,mobile,Lucknow
78,78_2,2024-04-22 17:02:00,product_view,mobile,Lucknow
78,78_2,2024-04-22 17:06:00,checkout,mobile,Lucknow
79,79_0,2024-01-10 09:00:00,signup,mobile,Indore
79,79_0,2024-01-10 09:03:00,add_to_cart,mobile,Indore
80,80_1,2024-03-12 21:00:00,signup,mobile,Indore
80,80_1,2024-03-12 21:02:00,product_view,mobile,Indore
80,80_1,2024-03-12 21:05:00,add_to_cart,mobile,Indore
80,80_2,2024-04-01 14:00:00,signup,mobile,Indore
80,80_2,2024-04-01 14:02:00,product_view,mobile,Indore
80,80_0,2024-04-02 07:00:00,signup,mobile,Indore
80,80_0,2024-04-02 07:02:00,product_view,mobile,Indore
80,80_0,2024-04-02 07:05:00,add_to_cart,mobile,Indore
80,80_0,2024-04-02 07:09:00,checkout,mobile,Indore
